上海壹街区南北通三房小户型总价低,南京西路,上海壹街区,3室2厅,133.89平米,南,低楼层(共28层),2003年建
大众春盛苑3室2厅南,安亭,大众春盛苑,3室2厅,143.67平米,南,中楼层(共8层),2004年建
一梯两户采光好非顶非底三轨交通拎包入住,真如,曹杨家园,2室1厅,70.92平米,南,高楼层(共7层),1997年建
满五年，内环原建朝南一门关楼层好，诚意卖,鞍山,鞍山四村第一小区,1室1厅,37平米,南,中楼层(共6层),1985年建
阳光威尼斯(三期)2室1厅西南,真光,阳光威尼斯(三期),2室1厅,78.85平米,西南,低楼层(共26层),2006年建
此房满五年，名下仅有一套住房，14年精装修，拎包入住,万体馆,漕溪四村,2室1厅,53.18平米,南,高楼层(共6层),1986年建
电梯房，14.15号线铜川路，中信泰富广场，诚意出售,真如,真如西村,2室1厅,58.78平米,南北,低楼层(共6层),1984年建
上海康城3室2厅南,莘庄,上海康城,3室2厅,128.4平米,南,低楼层(共14层),2008年建
单价低近地铁电梯两房总价低,桃浦,安居金祁新城,2室1厅,69.97平米,南北,低楼层(共12层),2006年建
标题,区名,小区/位置,几室几厅,面积,朝向,楼层,年份
近14号线+一梯两户+中间楼层+优质一房+视野好+采光佳,真光,清涧七街坊,1室1厅,47.25平米,南,中楼层(共6层),1995年建
中环边满五年V一中间楼层双楠采光好,大场镇,南大路190弄,2室1厅,66.91平米,南,中楼层(共6层),1995年建
"总价低,中间楼层,满五年,诚意出售,您的安居选择",中原,市光三村,1室1厅,37.88平米,南北,中楼层(共6层),1993年建
满五，采光好，边套全明，诚心出售,黄兴公园,控江四村,2室1厅,53.24平米,南北,高楼层(共6层),1984年建
两房一厅，南北房型，业主已看好房子，诚意，很诚意,高境,馨良苑,2室1厅,69.22平米,南北,低楼层(共14层),2009年建
独立小院，一梯两户，精装修三开间朝南,周家嘴路,华升新苑,3室2厅,126.84平米,南北,低楼层(共6层),2001年建
松江大学城精装大两居楼层好采光好,松江大学城,松云银座,3室2厅,120.83平米,南,高楼层(共24层),2006年建
高区采光佳，南北通户型，精装保养佳,白鹤,绿地时代名邸,2室2厅,82.88平米,南北,高楼层(共18层),2015年建
顾村公园双轨交，南北通透大三房，位置前排很不错,顾村,好日子大家园C区,3室2厅,117.29平米,南北,低楼层(共6层),2011年建
新上!纯金楼层+全明三房两卫；南北通透，业主诚售,古美,成亿家园,3室2厅,128.22平米,南北,中楼层(共6层),2001年建
南北通低总价小三房，满五业主诚售,金杨,东方知音苑,3室2厅,99.22平米,南,中楼层(共7层),2002年建
南北正通+户型好+楼层好+采光好,航头,海鑫苑,2室2厅,84.06平米,南北,中楼层(共5层),2005年建
昌七小区1室1厅南,世博,昌七小区,1室1厅,45.06平米,南,高楼层(共6层),1996年建
绿地康桥新苑2室2厅南北,康桥,绿地康桥新苑,2室2厅,88.07平米,南北,低楼层(共14层),2004年建
小户型低总价一梯两户地铁100米楼层好采光充沛,真光,真光七街坊,1室1厅,42.86平米,南北,中楼层(共6层),1994年建
上海庄园，独立电梯毛坯别墅，可根据自己喜欢风格装修,外冈,上海庄园三期,4室2厅,291.32平米,南北,中楼层(共4层),2016年建
链家甄选6+10号线双轨，业主诚意出售！！！,外高桥,名扬佳园,2室1厅,87.21平米,南,低楼层(共13层),2012年建
此房景观楼层，视野开阔，南向采光好，宜居住。,七宝,万科城市花园,3室2厅,94.02平米,南,高楼层(共6层),1994年建
经典两房，户型方正，视野开阔，采光充足,罗店,罗南二村,2室1厅,69.73平米,南,高楼层(共6层),1996年建
此房满五，税费少，高楼层，南北通,白鹤,绿地时代嘉苑,2室1厅,87.42平米,南北,高楼层(共24层),2016年建
景观房源近6号线德平路500米难得好户型诚意出售,金杨,香山新村西北街坊,3室1厅,84.23平米,南北,低楼层(共6层),1996年建
诚意出售，三房得房率高，采光好,顾村,世纪非凡怡园,3室1厅,92.14平米,南,高楼层(共6层),2008年建
9/6/14三轨交，动迁房，满五税费少，电梯房,金杨,金杨新村八街坊,2室2厅,80平米,西南,高楼层(共24层),1996年建
全明户型+小区做过美丽家园+位置安静+有钥匙+诚意出售,黄兴公园,控江西三村,1室1厅,39.28平米,南,低楼层(共5层),板楼
此房满五唯，南面有花园，有地下室，清水房诚意出售,白鹤,绿地时代名邸,2室2厅,88.2平米,南北,低楼层(共22层),2014年建
佘山脚下，商品房，精装两房，电梯洋房，拎包住,佘山,绿地海珀佘山,2室2厅,68.51平米,南,中楼层(共6层),2016年建
万达茂大平层，小区人车分流，万科物业，随时约看,盈浦,首创禧悦(二期),3室2厅,115.94平米,南北,中楼层(共8层),板楼
新静安+近地铁+精装修拎包入住+一梯两户,彭浦,平保小区,1室1厅,44.07平米,南,高楼层(共6层),1991年建
满五年，边套三房，钥匙房，随时看房，诚意出售,安亭,西上海御庭,3室2厅,91平米,南北,低楼层(共23层),板楼
低楼层一门关，业主诚意，看房随时，满五，8号线300米,鞍山,鞍山四村第一小区,1室1厅,37.48平米,南,低楼层(共6层),2007年建
标题,区名,小区/位置,几室几厅,面积,朝向,楼层,年份
动迁好楼层诚意出售随时看房,颛桥,银都新村(1至7区),3室1厅,77.83平米,南,低楼层(共6层),1995年建
店长推荐—满五年中间楼层前排无楼栋采光视野均佳,书院镇,丽泽荷亭苑,2室1厅,80.6平米,南北,中楼层(共5层),2009年建
静安区低总价两房+一梯两户+采光好，视野佳+诚意出售,彭浦,阳曲路650弄,2室0厅,52.42平米,南北,高楼层(共6层),1994年建
内环内，地铁口，人车分流，连体阳台，大三房,西藏北路,复地新都国际,3室2厅,150平米,南,中楼层(共32层),2011年建
业主诚售，满五年唯1，12年次新房人车分流，近地铁,大宁,上海滩大宁城(公寓),3室2厅,90.1平米,南,低楼层(共33层),2011年建
内环内，地铁口06年房龄，南北通，万科物业，随时看房,中远两湾城,中远两湾城,2室2厅,104.37平米,南,低楼层(共34层),2005年建
天馨花园正宗复式，满五年无个税可以楼上楼下开门,杨行,天馨花园(公寓),4室2厅,144平米,南北,高楼层(共5层),1998年建
未住过人，前后无遮挡，花园复式洋房,盈浦,中南君悦府,4室2厅,184.5平米,南,低楼层(共8层),板楼
家旺新苑改善复式带露台适合一家人住配套繁华,丰庄,家旺新苑,5室3厅,182.41平米,南北,高楼层(共5层),2003年建
此房满五，带装修，大户型，房屋保存情况好，诚意卖,杨行,康桥水都(公寓),3室2厅,152.34平米,南,低楼层(共12层),2005年建
此房满五年，中区楼层，配套完善，交通便利。,长寿路,九茂小区,2室0厅,47.48平米,东北,中楼层(共6层),1996年建
副中芯商品房，位置安静，上家税费1%，看房随时,真如,曹杨新苑,3室2厅,109.1平米,南北,低楼层(共6层),2000年建
新出两房，中间楼层，总价z低，临河景观房，店长推荐,春申,高兴花园二三四街坊,2室1厅,59.31平米,南北,中楼层(共6层),1996年建
此房满五年仅一税少，精装修，近地铁，生活配套齐全,黄兴公园,控江东三村,1室0厅,34.94平米,南,低楼层(共6层),1993年建
双地铁满五年随时看房无抵押近商场十万方湿地公园,古美,古美西路316弄,1室1厅,54.7平米,南,中楼层(共6层),1996年建
精装修，通风视野好，厨卫朝北，一南一北通透户型,控江路,凤城三村西区,1室1厅,45.83平米,南北,低楼层(共5层),2011年建
此房满五年wei一，小区好房，店长推荐,柘林,海韵馨苑,1室2厅,103.6平米,南,中楼层(共14层),2009年建
5号线+中间楼层+全明户型+业主急售+花园位置+出行便利,南桥,贝港南区（七区）,2室1厅,75.38平米,南,低楼层(共6层),1994年建
满五南北通采光好全明户型位置安静方便看房,新成路,新成八坊,2室1厅,68.1平米,南,高楼层(共6层),1996年建
西边套全明户型无遮挡近8号线黄兴公园旁，看房随时,黄兴公园,延吉七村,1室1厅,51.98平米,南,中楼层(共14层),1987年建
报春莘光两房出行方便价格可谈有空间随时方便看,莘庄,报春二村,2室1厅,66.8平米,南北,低楼层(共6层),1994年建
一手动迁，税费少，采光好，看房方便,上大,葑润华庭,2室2厅,85.68平米,南北,高楼层(共6层),2008年建
总价低，中间楼层，有钥匙随时可看,七宝,宝仪花苑,1室1厅,56.38平米,南,中楼层(共5层),1997年建
14号线地铁口+双南大两房，精装满五+诚意出售,江桥,江桥二村,2室1厅,72.3平米,南,高楼层(共6层),1994年建
精装修三房，小区好位置好楼层，诚意出售，期待有缘人,莘庄,小富人家,3室1厅,103.41平米,南北,高楼层(共6层),2003年建
此房满五年，客厅通透，朝南采光好，小区位置佳。,古美,新梅花苑,2室1厅,72.73平米,南,低楼层(共6层),1995年建
带车位！南北通，安静位置，满5年，精装拎包入住！,田林,爱建园,3室2厅,141.89平米,南,低楼层(共18层),2003年建
近14号地铁双南优质户型非顶楼视野佳小区环境好,真光,清涧七街坊,2室1厅,59.02平米,南,高楼层(共6层),1995年建
此房南北走向户型方正带装修一手动迁免征增值税,春申,中冶锦城,3室2厅,120.14平米,南,中楼层(共11层),2013年建
正两房，诚心出售，交通便利，设施齐全，现浇房,松江老城,九峰小区,2室2厅,103.15平米,南,中楼层(共6层),2000年建
标题,区名,小区/位置,几室几厅,面积,朝向,楼层,年份
富友嘉园2室1厅南北,江桥,富友嘉园,2室1厅,72.18平米,南北,低楼层(共6层),2005年建
中山公园商圈户型正采光好精装修诚意卖,中山公园,长宁路1488弄3支弄,1室1厅,34.49平米,南,高楼层(共6层),1985年建
小两居非顶层税费少小区中间位置视野开阔,真光,清涧二街坊,2室1厅,59.43平米,西南,高楼层(共6层),1994年建
诚心卖地铁口交通方便楼层好生活方便,惠南,桃源二村,2室1厅,82.08平米,南北,中楼层(共5层),1995年建
三房两卫，南北通透，满五年，仅此一套,大华,好旺花苑,3室2厅,122.57平米,南北,中楼层(共7层),1997年建
这个房子是四村户型好，买进价高，无个税,梅陇,朱行四村,2室1厅,71.09平米,南,低楼层(共6层),1994年建
地铁5号线和奉贤新城，非顶楼，现浇房，位置好，精装,南桥,普康苑,3室2厅,151.18平米,南,高楼层(共6层),2005年建
新上房源，拎包入住，满五税少，地铁9号10号。,七宝,南国花园,3室1厅,83.83平米,南,高楼层(共7层),1995年建
小区花园位置，售后公房已经满五年，位置安静。,康健,寿祥坊,2室1厅,60.68平米,东南,中楼层(共6层),1994年建
锦绣南北通大两房，业主诚心卖，看房方便,惠南,锦绣汇丽苑,2室2厅,96.61平米,南北,高楼层(共6层),2007年建
新上丰庄两房，大虹桥板块，13号+14号线，户型方正,丰庄,丰庄十四街坊,2室1厅,66.66平米,南,高楼层(共6层),1998年建
月浦五村2室1厅南,月浦,月浦五村,2室1厅,61.71平米,南,中楼层(共5层),1985年建
内环边，拐角阳台，中间楼层，边套全明户型,曹杨,曹杨九村,1室1厅,36.66平米,南,中楼层(共7层),1977年建
电梯房，低密度社区，居住舒适，看房提前约,安亭,龙安佳苑,3室2厅,137.77平米,南,低楼层(共18层),2007年建
满五税费无双轨地铁一梯两户精装修拎包入住,东外滩,秦家弄小区,3室1厅,58.56平米,南,中楼层(共7层),1987年建
三房边套户型，采光通方好，房东诚意出售,老闵行,红旗四街坊,3室1厅,90.72平米,东南北,高楼层(共6层),1998年建
张江中部位置三楼77平两房诚意出售,张江,春港丽园(公寓),2室2厅,77.29平米,南,中楼层(共6层),1994年建
知雅汇三开间朝南两房，楼层好，采光刺眼，税费低。,九亭,知雅汇(公寓),2室2厅,90.22平米,南,高楼层(共17层),2005年建
此房满五年weyi，南北通透格局，楼层好，视野宽阔,丰庄,嘉和坊,3室1厅,104.71平米,南北,中楼层(共6层),1998年建
南北双阳台大3房。诚心出售。税费少,航头,长达佳苑宜居尚城,3室2厅,126平米,南,高楼层(共6层),2009年建
近地铁，全明三房，楼层好位置好，采光好,春申,蔷薇新村,3室2厅,92.44平米,南,中楼层(共6层),1995年建
北虹桥。14号线烫金地段，带花园出售，,江桥,金帝城市岸泊(公寓),2室1厅,85.59平米,南北,低楼层(共6层),2005年建
满五年wei一税少，中间位置全明户型，看房方便,高行,证大家园(二期),2室2厅,88.44平米,南北,低楼层(共6层),2002年建
双南全明，近地铁九+十四号线，一梯两户，小区已翻新,金杨,香山新村西南街坊,2室1厅,65.1平米,南,高楼层(共6层),1997年建
配套齐全，满五年住宅，名下一套房，产权清晰,高行,高行馨苑,3室2厅,116.84平米,南,高楼层(共6层),2005年建
"景谷苑，小区位置佳，近地铁，中装,采光好，满五",老闵行,景谷苑,3室1厅,83.33平米,南,中楼层(共6层),1998年建
三期12年房龄M5v1业主自住居家装修前排无遮挡,莘闵别墅,荣盛名邸(公寓),2室2厅,86.83平米,南,低楼层(共18层),2012年建
曹路新出一房税费少中等装修生活便利,曹路,佳伟景苑,1室1厅,55.51平米,南,低楼层(共14层),2013年建
此房楼层好税费少，南北通户型采光佳，精装修保养好,九亭,象屿品城,2室1厅,80.24平米,南,高楼层(共11层),2015年建
位置采光好，优质房源，满五，业主诚心出售，适存在,北新泾,金菊小区,1室0厅,35.27平米,南,高楼层(共6层),1994年建
标题,区名,小区/位置,几室几厅,面积,朝向,楼层,年份
户型方正，四房大平层，视野开阔，采光好,罗店,美兰湖颐景园,3室2厅,162.55平米,南,高楼层(共5层),2007年建
店长推荐，三开间朝南，带阁楼使用面积大,黄兴公园,控江五村,2室1厅,74.98平米,南,高楼层(共5层),1999年建
品质小区，环境优美，户型方正，诚心出售,惠南,浦东颐景园,4室2厅,129平米,南,低楼层(共18层),板楼
内环边上+3/8号线双轨交+三开间朝南电梯房+诚意出售！,鲁迅公园,宏凯公寓,3室1厅,137.84平米,南,中楼层(共25层),1998年建
钥匙房满五年中楼层近地铁双轨交全明户型,真如,水塘小区,1室1厅,43.07平米,南,中楼层(共6层),1989年建
近地铁7/13号线，采光很充足，前面无遮挡，满五,世博,上钢七村,2室0厅,51.42平米,南北,高楼层(共6层),1983年建
采光充足，房东诚心出售，，好楼层，税费少,周浦,公元新村,1室1厅,40.66平米,南,中楼层(共5层),1980年建
新上笋盘：十二区边套双南两房，高层视野好，满五税少,静安新城,静安新城十二区,2室2厅,75.36平米,南,高楼层(共6层),1999年建
低于市场价30万，五角场板块两室，顶天立地，有10号线,中原,椰泰公寓,2室1厅,43.87平米,南,高楼层(共7层),1999年建
双天井+满五唯ONE+诚意出售+看房方便,华泾,紫阳花苑,2室1厅,62.19平米,南,低楼层(共6层),1996年建
双轨交动迁满五年税少，双南两房，楼层好，小区位置好,丰庄,丰庄一村,2室1厅,66.21平米,南北,中楼层(共6层),1996年建
满五年+精装修+大两房+采光好+三个阳台+得房率高,浦江,新浦江城(江桦路400弄),2室2厅,103.51平米,西南,低楼层(共4层),2006年建
稀有户型电梯高层7/15号线双轨交诚心出售随时可看,上大,聚丰景都,3室2厅,141.07平米,北南,高楼层(共20层),2009年建
房东诚意出售+全明户型+1楼带天井,真光,真光九街坊,1室1厅,46.51平米,南,低楼层(共6层),1994年建
中间楼层、户型正，得房率高、精装！大两房小一房,临港新城,朗诗里程,3室1厅,78.2平米,南北,中楼层(共5层),板楼
大一房，中间楼层，满五年税费低，看房方便，诚意出售,龙华,宛南四村,1室1厅,38.38平米,南北,中楼层(共5层),1981年建
2楼两房两厅东边套，均价低，地铁500米,甘泉宜川,新黄小区,2室2厅,82平米,南北,低楼层(共7层),1994年建
售后公房满五，小区中间位置，视野宽阔无遮当,金杨,罗山四村,2室1厅,67.69平米,南,中楼层(共6层),1993年建
没有增值税+2卧室朝南+通风采光好+业主诚意出售,泗泾,紫薇茗庭,2室1厅,66.62平米,南,低楼层(共28层),2014年建
此房满五，双南户型，7楼景观房，业主诚意出售,万里,中环锦园,2室2厅,104.7平米,南,低楼层(共26层),2005年建
满五唯、一、小区地铁口、出行便捷、！,外高桥,东街名庭,3室1厅,91.24平米,南,高楼层(共6层),2004年建
北虹桥+三轨交+南北通+看房方便+周期可谈,江桥,富友嘉园,2室2厅,72.12平米,南北,高楼层(共6层),2005年建
康城三期中高层北临河双南户型两房，业主诚意出售,莘庄,上海康城,2室2厅,101.22平米,南,中楼层(共13层),2006年建
森林氧吧+淀浦河旁+车位充足+近商场+1号，12号地铁,古美,平阳绿家园,2室2厅,95.05平米,南,高楼层(共6层),2001年建
14号线300米+一房+满五年v1+一梯两户+视野开阔,真光,真光八街坊,1室1厅,49.82平米,南,高楼层(共6层),1996年建
全新精装修+带大阳台+全屋定制,古美,平阳绿家园,2室2厅,91.27平米,南,低楼层(共6层),2000年建
报！！！新上南北两房，前排景观满五税少，看房随时,松江新城,珠江新城,2室1厅,98.77平米,南,中楼层(共11层),2004年建
全明户型，总价低，满五，业主诚意出售,华泾,光华绿苑,2室2厅,66.6平米,南,低楼层(共6层),2003年建
动迁房无增值税，万达商圈，楼层好，诚意出售，12年,江桥,金沙鼎苑,2室2厅,78.44平米,南,中楼层(共18层),2012年建
9号线、万科广场、全明2+1户型，距离地铁500米,七宝,万兆家园(一期),3室1厅,83.72平米,南,高楼层(共6层),2000年建
标题,区名,小区/位置,几室几厅,面积,朝向,楼层,年份
精装修，一梯两户，户型正气，视野开阔,华东理工,龙州小区,2室1厅,60.8平米,南,高楼层(共6层),1994年建
精致小两房，交通方便、配套齐全,梅陇,罗阳七村(三洲花园),2室1厅,54.57平米,南,高楼层(共6层),1995年建
电梯高楼层景观房，有钥匙必看！,梅陇,上海阳城,3室2厅,123.7平米,南,高楼层(共11层),2002年建
新上2房户型方正满五唯一买进价高税费少诚意出售,古美,江南星城(二期),2室2厅,87.74平米,南,低楼层(共6层),2005年建
二手买进价高税费少，精装修可拎包入住,春申,春申景城湖滨晨韵,3室2厅,116.01平米,南,高楼层(共17层),2005年建
售后公房双南房刚出房源近地铁交通便利小区安静,康健,寿昌坊,2室1厅,53.58平米,南,高楼层(共6层),1986年建
近地铁次新房税费少一手动迁,上大,汇枫景苑,3室1厅,82.71平米,南,低楼层(共18层),2016年建
房子税费各付，买房仅有契税，诚意降价21万,北蔡,绿川新苑,1室1厅,48.81平米,南,中楼层(共6层),1999年建
原始动迁房满五年出行方便有小花园诚心出售,周浦,欧风家园,2室1厅,70.71平米,南,低楼层(共5层),板楼
万达旁＋储藏室＋满五唯①＋交通利,金山,宏阳新村,2室1厅,63.51平米,南,中楼层(共6层),1995年建
龙潭小区一室一厅非顶楼随时可看诚意出售,阳城,龙潭小区,1室1厅,41.13平米,南,高楼层(共6层),1993年建
房子满五年的名下无其他房源，无增值税；1个税，,金杨,香山新村东南街坊,1室1厅,39.65平米,南,高楼层(共6层),1995年建
高层位置视野开阔诚意出售出门即地铁,盈浦,大发融悦,3室2厅,87.72平米,南,高楼层(共18层),板楼
电梯房，近地铁，不靠马路，业主诚意出售,曹杨,梅岭苑,1室1厅,36.31平米,南,中楼层(共6层),1997年建
地铁30米，02年小区，地铁1号线，5号线南北通双阳台,莘庄,江南苑,3室2厅,145.27平米,南北,高楼层(共6层),2002年建
西边套全明采光好，钥匙房随时可看,通河,通河四村,1室1厅,42.84平米,南,高楼层(共6层),1988年建
精品小三房，户型齐整，业主诚意出售,大宁,歌林春天馨园,3室2厅,113.43平米,南,中楼层(共11层),2003年建
健身楼层，烫金地段，交通便利，急售，急售,七宝,宝隆新村,3室1厅,83.6平米,南北,中楼层(共8层),板楼
城中花园+2室2厅+满五+精装+11、18、16号线地铁,康桥,城中花园,2室2厅,70.86平米,南,低楼层(共16层),2012年建
百联商圈一梯两户精致两居房改售房南北格局全明,长风,梅六小区,2室1厅,58平米,南,高楼层(共6层),1994年建
全新装修，全屋带地暖，拎包入住,田林,长春新苑,2室1厅,72.31平米,南,高楼层(共6层),1996年建
小区好位置，通风采光好，业主诚意。,泗泾,茉莉雅苑,2室1厅,75.11平米,南北,低楼层(共13层),2012年建
品质三房，精装修，户型方正，南北通透,临港新城,朗诗里程,3室2厅,87.1平米,南北,低楼层(共15层),板楼
精装修满五年没有个税、高楼层采光视野无遮挡！,新桥,海派青城,2室1厅,77.45平米,南,高楼层(共14层),2011年建
业主急售!方正大两房，主次卧都14.4m²+，看房有钥匙,梅陇,上海阳城,2室2厅,88.13平米,南,中楼层(共6层),2002年建
一梯两户双轨交通，全明精装修总价低,北蔡,虹南小区(浦东),2室1厅,64.71平米,南,高楼层(共6层),1993年建
花园旁，精装带小院，采光好，税费低,华东理工,梅陇四村,2室1厅,59.19平米,南,低楼层(共6层),1994年建
绿地康桥新苑3室2厅南北,康桥,绿地康桥新苑,3室2厅,86.98平米,南北,低楼层(共6层),2004年建
中间楼层南北房型近地铁商场随时看房,龙柏,龙柏五村,2室1厅,66.54平米,南,中楼层(共6层),1996年建
地铁口、双规交7&15、次新房、无增值税、全明户型好,上大,宝祁雅苑(北区),3室1厅,80.7平米,南北,低楼层(共18层),2016年建
标题,区名,小区/位置,几室几厅,面积,朝向,楼层,年份
品质三房，精装修，户型方正，南北通透,临港新城,朗诗里程,3室2厅,87.1平米,南北,低楼层(共15层),板楼
花园旁，精装带小院，采光好，税费低,华东理工,梅陇四村,2室1厅,59.19平米,南,低楼层(共6层),1994年建
全新装修，全屋带地暖，拎包入住,田林,长春新苑,2室1厅,72.31平米,南,高楼层(共6层),1996年建
百联商圈一梯两户精致两居房改售房南北格局全明,长风,梅六小区,2室1厅,58平米,南,高楼层(共6层),1994年建
