整租·前滩新天地2室2厅东/西,浦东,杨思前滩,66.00㎡,8800
整租·依水园二期2室1厅南/北,浦东,三林,70.00㎡,5600
整租·浦江红星国际广场（商业类）3室1厅南,闵行,浦江,190.38㎡,13000
整租·紫荆新苑3室1厅南,黄浦,世博滨江,106.34㎡,14500
整租·禹洲商业广场1室1厅北,浦东,惠南,56.00㎡,2000
整租·鹤北新村3室1厅南/北,闵行,老闵行,70.36㎡,4800
整租·春申景城湖滨晨韵3室2厅南,闵行,春申,117.00㎡,8498
整租·同济城市阳光2室2厅南,宝山,大场镇,80.00㎡,7500
整租·老西门新苑3室2厅南/北,黄浦,老西门,143.08㎡,22000
整租·臻水岸苑4室3厅复式南,青浦,赵巷,415.68㎡,35000
整租·上海春城1室0厅南,闵行,春申,40.83㎡,8100
整租·天山怡景苑3室2厅南,长宁,天山,148.00㎡,22500
整租·万科清林径3室2厅南,浦东,新场,96.90㎡,3900
整租·上海春城2室2厅南/北,闵行,春申,103.73㎡,7000
整租·悦湖郡2室1厅南,青浦,朱家角,91.49㎡,3900
整租·万科城市花园2室1厅南,闵行,七宝,50.23㎡,6500
整租·金桥路835弄2室1厅南,浦东,金桥,72.47㎡,7460
整租·朱家滩小区1室1厅南,浦东,潍坊,33.08㎡,5600
整租·清宁小区1室0厅南,长宁,中山公园,38.57㎡,6900
整租·大华清水湾3室2厅南/北,普陀,武宁,137.93㎡,16000
整租·保利十二橡树庄园5室2厅南/北,松江,泗泾,304.34㎡,18500
整租·河滨城市花园2室1厅南,浦东,曹路,66.13㎡,6000
整租·好第坊(公寓)4室2厅南,闵行,老闵行,147.91㎡,8800
整租·泰府名邸3室2厅南/北,静安,南京西路,154.04㎡,31500
整租·保利叶之林(三期)3室1厅南,宝山,上大,103.00㎡,8300
整租·环城新村3室1厅南,松江,松江老城,86.14㎡,3300
整租·白玉大楼1室0厅西南,普陀,武宁,43.13㎡,6200
整租·松南城嘉泽里3室2厅南/北,松江,车墩,98.00㎡,2000
整租·金地佘山天境(公寓)3室2厅南,青浦,赵巷,157.78㎡,11500
整租·锦绣满堂北区3室2厅南,浦东,杨东,102.71㎡,12000
标题,区名,小区/位置,square,price
整租·东体育会路309弄1室0厅北,虹口,曲阳,12.00㎡,3600
整租·华苑小区1室0厅南,长宁,中山公园,27.58㎡,6500
整租·路劲翡丽湾(公寓)3室2厅南/北,嘉定,南翔,112.47㎡,7000
整租·绿地海珀风华(别墅)4室2厅南,青浦,赵巷,286.21㎡,17500
整租·新路小区1室1厅南,徐汇,徐家汇,44.38㎡,7200
整租·莘城公寓2室2厅南,闵行,莘庄,113.64㎡,6800
整租·乳山五村2室1厅南,浦东,梅园,47.22㎡,6800
整租·龙湖滟澜山(公寓)2室1厅南/北,青浦,赵巷,85.36㎡,7300
整租·前滩东方逸品2室1厅南,浦东,杨思前滩,87.60㎡,15500
整租·东建新村1室1厅南,浦东,潍坊,38.99㎡,4900
整租·保德路1010弄2室1厅南,静安,彭浦,51.53㎡,5000
整租·南大街26号1室1厅南,普陀,真如,40.50㎡,4200
整租·上海星河湾4室2厅南,闵行,颛桥,287.43㎡,35000
整租·中信虹港名庭2室1厅南,虹口,临平路,86.44㎡,13500
整租·松南城善德苑2室1厅南,松江,车墩,76.08㎡,1500
整租·延吉东路131弄1室0厅南,杨浦,控江路,37.79㎡,3900
整租·金鹏苑2室2厅南,浦东,金桥,64.30㎡,6800
整租·龙柏七村1室1厅南,闵行,龙柏,50.03㎡,5600
整租·金铭文博水景(别墅)4室2厅复式南,闵行,颛桥,277.06㎡,26000
整租·漕溪一村1室1厅南,徐汇,万体馆,40.00㎡,5500
整租·高华小区2室0厅南,闵行,老闵行,47.46㎡,3500
整租·北蒙三小区1室1厅南,黄浦,五里桥,38.09㎡,6200
整租·良友大厦1室1厅南,浦东,陆家嘴,43.94㎡,10500
整租·泷湾苑4室2厅复式南,青浦,赵巷,420.91㎡,7500
整租·保利铃兰公馆3室2厅南/北,浦东,临港新城,89.71㎡,4000
整租·南郊一品1室2厅北,奉贤,南桥,60.99㎡,3000
整租·安亭瑞仕华庭(别墅)4室2厅南,嘉定,安亭,398.76㎡,6300
整租·万科新里程2室2厅南/北,浦东,杨思前滩,110.00㎡,8900
整租·海上湾鹭居3室2厅南/北,青浦,朱家角,89.02㎡,2000
整租·金地水悦堂4室2厅跃层南,青浦,朱家角,121.87㎡,3300
标题,区名,小区/位置,square,price
整租·星河景苑2室1厅南,闵行,老闵行,76.44㎡,5000
整租·宝祁雅苑(北区)2室1厅南/北,宝山,上大,71.55㎡,5200
整租·牡丹逸庭2室1厅南,松江,泗泾,76.00㎡,3800
整租·美罗家园宝欣苑五村1室1厅南,宝山,罗店,48.58㎡,2000
整租·潍坊八村2室1厅南,浦东,潍坊,48.02㎡,6800
整租·水月坊1室1厅南,杨浦,周家嘴路,51.47㎡,6000
整租·耀华小区1室1厅南,长宁,中山公园,30.25㎡,5600
整租·丰庄十四街坊1室1厅南,嘉定,丰庄,51.98㎡,4300
整租·泰辰复兴苑2室1厅南/北,嘉定,江桥,71.38㎡,5850
整租·保利玲玥公馆3室2厅南,奉贤,海湾,82.41㎡,3500
整租·九城湖滨国际3室2厅南/北,松江,九亭,100.28㎡,7100
整租·水塘小区1室1厅南,普陀,真如,35.56㎡,4500
整租·新梅莘苑3室2厅南,闵行,莘庄,114.12㎡,8500
整租·康泉小区1室1厅南,静安,彭浦,46.53㎡,5300
整租·通联苑2室2厅南,浦东,金杨,89.77㎡,8000
整租·汤臣商务中心1室1厅东,浦东,陆家嘴,46.15㎡,5800
整租·福兴村1室1厅南,普陀,武宁,29.72㎡,4800
整租·首创旭辉城2室2厅南/北,嘉定,徐行,73.71㎡,3500
整租·匡巷一村（一期）2室2厅南/北,嘉定,江桥,88.00㎡,4500
整租·铂金华府2室2厅南,宝山,大华,87.57㎡,8000
整租·运旺新村阳光世家2室1厅南,普陀,长征,63.00㎡,6000
整租·绿地公园广场1室1厅南,宝山,顾村,61.00㎡,4000
整租·东昌新村1室1厅南,浦东,陆家嘴,32.88㎡,7000
整租·曹杨八村1室1厅南,普陀,真如,39.75㎡,4500
整租·金地天御5室3厅南,青浦,徐泾,358.41㎡,45000
整租·梧桐城邦(二期)2室2厅南/北,宝山,大华,90.49㎡,7600
整租·金杨新村九街坊3室2厅南,浦东,金杨,100.72㎡,7800
整租·禹洲府3室2厅南,闵行,老闵行,89.09㎡,6800
整租·巨东小区2室0厅南/北,浦东,洋泾,40.17㎡,6000
整租·首创禧瑞荟3室2厅南,闵行,华漕,94.00㎡,11000
标题,区名,小区/位置,square,price
整租·宏立瑞园3室2厅南/北,嘉定,南翔,113.00㎡,7000
整租·光新苑1室0厅东,普陀,光新,30.91㎡,4500
整租·安化路319号2室1厅南/北,长宁,中山公园,50.40㎡,7800
整租·栖山小区2室1厅南,浦东,洋泾,54.08㎡,5800
整租·天和湖滨家园(公寓)2室2厅南,浦东,川沙,93.12㎡,4500
整租·MAX未来2室1厅西北,嘉定,江桥,44.90㎡,4200
整租·谷阳北路173号2室1厅南,松江,松江新城,51.41㎡,3100
整租·长丰坊2室1厅南,徐汇,康健,53.44㎡,5000
整租·青浦万达茂(公寓)1室1厅东,青浦,盈浦,61.69㎡,2300
整租·保利金爵公寓3室2厅南,浦东,唐镇,108.00㎡,8500
整租·马桥景城馨苑2室1厅南,闵行,老闵行,55.00㎡,4100
整租·上海蟠龙天地3室2厅南/北,青浦,徐泾,95.00㎡,11000
整租·世纪新城2室2厅南,松江,松江新城,88.82㎡,4400
整租·明发嘉定中心1室2厅南,嘉定,嘉定新城,57.26㎡,3500
整租·东方城市花园(一期)2室2厅南,浦东,塘桥,114.71㎡,13500
整租·华丽家园3室2厅南/北,闵行,莘庄,127.27㎡,9000
整租·尚东国际名园（一期）3室2厅复式南/北,浦东,杨思前滩,128.55㎡,13000
整租·尚品华庭2室1厅南/北,闵行,华漕,78.10㎡,10500
整租·贝港南区（八区）3室1厅南,奉贤,南桥,79.20㎡,2100
整租·佰隆商务楼1室0厅西,普陀,甘泉宜川,36.02㎡,4300
整租·名都城(公寓)2室2厅西南,闵行,金虹桥,101.92㎡,15000
整租·绿地璀璨天城3室1厅南/北,闵行,老闵行,96.78㎡,5300
整租·培育苑2室1厅南,浦东,北蔡,68.38㎡,6000
整租·江凌苑2室2厅南/北,浦东,川沙,81.00㎡,2200
整租·鹤沙航城乐成苑2室1厅南,浦东,航头,82.00㎡,4500
整租·海桐小区2室1厅南,浦东,花木,71.20㎡,8000
整租·黎安一村（南区）2室2厅南/北,闵行,莘庄,86.36㎡,6000
整租·陆家嘴中央公寓3室2厅南,浦东,杨东,171.00㎡,27500
整租·紫勋风雅苑1室2厅南,长宁,新华路,76.00㎡,10500
整租·中煌大厦1室1厅南,徐汇,龙华,55.18㎡,7500
标题,区名,小区/位置,square,price
整租·良友大厦1室1厅南,浦东,陆家嘴,49.27㎡,11500
整租·梅陇七村1室1厅南,徐汇,华东理工,41.20㎡,4400
整租·由由二村2室1厅东,浦东,北蔡,61.44㎡,6000
整租·罗山花苑2室1厅南,浦东,碧云,69.23㎡,8000
整租·莱诗邸2室2厅南,徐汇,徐家汇,103.00㎡,18000
整租·佘北家园嘉枫苑3室1厅南,松江,佘山,92.00㎡,2500
整租·留水园(东区)3室1厅南,青浦,盈浦,83.23㎡,3000
整租·财大小区2室1厅南,杨浦,五角场,58.38㎡,6500
整租·虹桥宝龙城2室2厅南,青浦,华新,91.15㎡,4800
整租·金杨二街坊3室1厅南,浦东,金杨,74.97㎡,7800
整租·虞泽苑2室1厅南/北,浦东,北蔡,85.00㎡,7000
整租·兰花教师公寓3室2厅南,杨浦,黄兴公园,94.88㎡,10500
整租·香樟花园4室2厅南,静安,南京西路,159.34㎡,23000
整租·梅陇九村1室1厅东南,徐汇,华东理工,42.53㎡,4800
整租·黎明花园1室1厅南,闵行,七宝,52.64㎡,4200
整租·朱行三村1室1厅南,闵行,梅陇,47.91㎡,4000
整租·上河湾4室2厅南/北,普陀,长征,220.00㎡,28000
整租·万科公园大道3室1厅南,闵行,老闵行,95.00㎡,6000
整租·盛大天地青春里2.02室1厅南,浦东,张江,50.00㎡,6200
整租·茶陵路65弄2室0厅南,徐汇,斜土路,48.11㎡,7800
整租·双辽支路70弄1室1厅南,杨浦,鞍山,30.62㎡,5000
整租·陕西北路119弄1室1厅南,静安,南京西路,41.00㎡,7200
整租·龙湖天璞雅筑3室2厅南/北,嘉定,江桥,88.99㎡,6500
整租·贝港花苑3室2厅南,奉贤,南桥,141.70㎡,4200
整租·三迪曼哈顿1室2厅南,松江,松江大学城,55.00㎡,3600
整租·中铁青秀城东区3室2厅南,宝山,顾村,126.00㎡,6800
整租·福兴村2室1厅南/北,普陀,武宁,51.48㎡,8000
整租·小富人家2室2厅南,闵行,莘庄,80.52㎡,5800
整租·新天地荻泾花园2室1厅南,宝山,顾村,83.49㎡,4500
整租·济阳三村1室1厅南,浦东,世博,45.18㎡,4500
标题,区名,小区/位置,square,price
整租·沿海丽水馨庭(公寓)2室1厅南,松江,莘闵别墅,86.21㎡,4500
整租·万科魅力之城2室2厅南,闵行,七宝,91.07㎡,8300
整租·梧桐国际1室1厅南,浦东,周浦,63.13㎡,5200
整租·长海路137弄2室1厅南/北,杨浦,中原,61.89㎡,7000
整租·万里雅筑2室2厅南,普陀,万里,96.36㎡,9000
整租·美罗家园宝欣苑四村2室1厅南,宝山,罗店,68.42㎡,3200
整租·莫里斯花源3室2厅南/北,嘉定,徐行,132.96㎡,4200
整租·江海新村2室1厅南,奉贤,南桥,86.03㎡,2200
整租·万达城市公寓2室2厅南/北,嘉定,江桥,87.82㎡,7000
整租·恒都广场1室1厅西,松江,松江新城,28.62㎡,3300
整租·航华二村梧柏小区1室1厅南,闵行,航华,38.84㎡,4100
整租·金塔新村3室1厅南,闵行,颛桥,72.00㎡,4500
整租·新西街82弄(闵行)1室1厅南,闵行,老闵行,33.21㎡,3000
整租·南华小区2室1厅南,嘉定,南翔,47.71㎡,4000
整租·中芯花园18弄3室2厅南,浦东,张江,121.04㎡,12000
整租·新宜小区1室1厅南,普陀,甘泉宜川,40.25㎡,4500
整租·南馨公寓3室2厅南/北,徐汇,徐家汇,157.34㎡,21000
整租·盈浦新村3室2厅南,青浦,盈浦,115.00㎡,4300
整租·东方曼哈顿(尚东区)3室2厅南/北,徐汇,徐家汇,159.13㎡,30000
整租·乐山二村2室1厅南,徐汇,徐家汇,47.88㎡,7200
整租·风清雅苑3室2厅南,崇明,崇明新城,126.00㎡,1300
整租·昌鑫花园(公寓)3室2厅南,松江,松江新城,89.76㎡,4500
整租·绿地香颂(奉贤)(公寓)2室1厅南,奉贤,海湾,65.13㎡,2000
整租·常兴家园2室2厅南,闵行,春申,81.40㎡,5600
整租·恒都广场1室1厅南,松江,松江新城,45.53㎡,4200
整租·中虹家园3室0厅南,浦东,曹路,70.00㎡,4800
整租·西郊景平苑2室1厅南,闵行,华漕,82.61㎡,7800
整租·爱博二村1室1厅南,闵行,华漕,58.00㎡,5300
整租·半岛花园1室2厅南,普陀,长寿路,71.82㎡,9000
整租·新华小区2室1厅南/北,闵行,老闵行,56.18㎡,3700
标题,区名,小区/位置,square,price
整租·华润置地幸福里3室2厅南,奉贤,西渡,96.25㎡,4600
整租·佘山银湖别墅5室2厅复式南,松江,泗泾,309.66㎡,38000
整租·尚品华庭3室2厅南,闵行,华漕,98.30㎡,13000
整租·新华小区1室1厅南,闵行,老闵行,42.33㎡,2800
整租·虹二小区1室0厅北,徐汇,徐家汇,20.32㎡,4500
整租·南丹小区1室1厅西北,徐汇,徐家汇,37.38㎡,5000
整租·高兴花园二三四街坊1室1厅南,闵行,春申,47.69㎡,4200
整租·天汇广场1室1厅东/东南,普陀,真如,45.00㎡,6500
整租·虹桥金茂悦3室2厅南/北,青浦,华新,99.60㎡,6300
整租·海霞佳苑2室1厅南,浦东,川沙,83.31㎡,3100
整租·常德大厦3室2厅南/西南/北,普陀,长寿路,119.26㎡,15000
整租·白尔登公寓1室0厅北,黄浦,淮海中路,25.50㎡,5500
整租·上海壹街区2室2厅南/北,静安,南京西路,97.35㎡,14500
整租·绿洲香岛花园4室2厅南,松江,莘闵别墅,218.00㎡,15000
整租·南国龙苑3室1厅南/北,浦东,杨思前滩,108.08㎡,10500
整租·金地天地云墅3室2厅南/北,宝山,顾村,127.75㎡,8200
整租·永新城3室2厅南,徐汇,徐家汇,140.24㎡,26500
整租·禹洲商业广场1室1厅南,浦东,惠南,56.48㎡,2400
整租·思南路26弄1室1厅南,黄浦,淮海中路,38.76㎡,7800
整租·华府樟园1室1厅南,普陀,武宁,87.07㎡,15000
整租·华发招商依云四季3室2厅南/北,金山,金山,97.00㎡,2600
整租·延平路481弄1室0厅北,静安,曹家渡,27.95㎡,6000
整租·上海家天下花园6室2厅复式东/西,松江,新桥,246.06㎡,16000
整租·凌兆新村(凌兆路396弄)2室1厅南,浦东,三林,44.62㎡,6000
整租·打浦路470弄1室0厅南,黄浦,打浦桥,25.16㎡,5000
整租·华润中央公园一期(北)(浩翔路99弄)(别墅)5室2厅东/南/西/北,嘉定,南翔,458.45㎡,14000
整租·天和前滩时代2室2厅南,奉贤,奉贤金汇,79.15㎡,3200
整租·中梅苑2室2厅南/北,闵行,梅陇,93.97㎡,7300
整租·墨翠里2室1厅南/北,虹口,江湾镇,75.00㎡,8000
整租·世纪之门2室2厅南,普陀,长寿路,97.83㎡,11000
标题,区名,小区/位置,square,price
整租·恒都广场2室1厅南,松江,松江新城,45.69㎡,4300
整租·新宜小区1室1厅南,普陀,甘泉宜川,35.00㎡,4500
整租·昌四小区2室1厅南,浦东,世博,57.78㎡,5600
整租·岳阳路195弄2室1厅南/西,徐汇,建国西路,70.00㎡,17500
整租·华师大一村2室0厅南,普陀,长风,37.00㎡,5300
整租·君莲新城中城苑3室2厅南,闵行,颛桥,98.35㎡,6500
整租·新天地荻泾花园3室1厅南/北,宝山,顾村,90.56㎡,6500
整租·天钥新村2室1厅南,徐汇,万体馆,52.00㎡,6800
整租·维罗纳贵都1室1厅北,松江,松江老城,32.98㎡,2300
整租·巨西小区1室1厅南,浦东,梅园,35.95㎡,4500
整租·印象春城2室2厅南,浦东,周浦,88.10㎡,5600
整租·枫桦景苑一期1室2厅南,闵行,吴泾,65.49㎡,5500
整租·青浦万达茂(公寓)2室1厅南,青浦,盈浦,60.43㎡,3800
整租·金虹桥井亭苑1室1厅南,闵行,金汇,60.70㎡,7000
整租·海天公寓2室1厅南,徐汇,徐家汇,66.66㎡,7800
整租·天安豪园3室2厅南,闵行,静安新城,116.00㎡,14000
整租·东镇小区2室1厅南,长宁,新华路,79.32㎡,10000
整租·永泰花苑3室1厅南/北,浦东,三林,72.86㎡,7000
整租·长风二村长风馨苑2室1厅南,普陀,长风,50.82㎡,7000
整租·新怡苑小区3室2厅南,普陀,甘泉宜川,99.82㎡,9000
整租·保利林语溪(别墅)4室3厅南,浦东,三林,263.28㎡,20000
整租·南秀雅苑2室2厅南,宝山,大华,75.00㎡,7000
整租·呼玛二村1室1厅南,宝山,张庙,42.39㎡,4000
整租·中山北路805弄2室1厅南,静安,大宁,49.66㎡,6300
整租·紫薇园2室1厅南,徐汇,康健,71.11㎡,7000
整租·慈竹路永泰嘉苑615弄2室1厅南,嘉定,菊园新区,77.97㎡,2500
整租·万科朗润园2室2厅南,闵行,七宝,94.91㎡,9000
整租·菊园2室2厅南,浦东,陆家嘴,103.14㎡,15200
整租·北龙潭苑3室2厅南,松江,松江老城,113.08㎡,4200
整租·保利西岸3室2厅南,徐汇,徐汇滨江,236.00㎡,58000
标题,区名,小区/位置,square,price
整租·齐河花苑2室1厅南,浦东,世博,62.93㎡,6200
整租·古泓苑2室2厅南,松江,松江老城,88.53㎡,3500
整租·奉炮公路432弄1室0厅南,奉贤,海湾,26.63㎡,1200
整租·金桥酒店公寓1室1厅南,浦东,碧云,58.45㎡,6500
整租·中房公寓2室2厅南,嘉定,江桥,70.76㎡,5500
整租·凌虹苑1室1厅南,浦东,三林,62.00㎡,4900
整租·曹杨九村2室1厅南,普陀,曹杨,47.80㎡,6000
整租·远中风华园(公寓)1室1厅南,静安,南京西路,66.02㎡,16000
整租·金岛苑3室2厅南,浦东,金桥,104.00㎡,8500
整租·佳伟景苑2室1厅南,浦东,曹路,75.00㎡,4000
整租·绿地香颂(奉贤)(公寓)2室1厅南,奉贤,海湾,62.16㎡,1800
整租·新时空国际商务广场1室0厅西,长宁,中山公园,40.62㎡,5800
整租·德乐苑3室2厅南,浦东,金杨,120.60㎡,10000
整租·华发小区3室1厅南,徐汇,华泾,88.84㎡,7800
整租·凤城六村1室1厅南,杨浦,控江路,40.88㎡,5500
整租·歌林春天馨园3室2厅南,静安,大宁,106.17㎡,10000
整租·双桥公寓（一区）2室2厅南/北,青浦,盈浦,79.68㎡,3000
整租·桃园新城中城苑2室1厅南,浦东,周浦,72.00㎡,4300
